Discipline,Main Topic,Subtopics
Engenharia de Produção,10. Probabilidade e Estatística,
Engenharia de Produção,11. Projeto,
Engenharia de Produção,12. Qualidade,
Música,1. Acorde,
Música,2. Cifras,
Música,3. Clave,
Música,4. Fórmula de Compasso,
Música,5. Graus da escala,
Música,6. Instrumentos Musicais,
Música,7. Intervalos,
Música,8. Termos especiais,
Música,9. Tessitura,
Música,10. Tonalidade,
Música,11. Tons Vizinhos,
Música,12. Transposição,
Legislação dos Municípios do Estado de São Paulo,1. Legislação do Município de Alumínio,1.1 Lei Orgânica do Município de Alumínio
Legislação dos Municípios do Estado de São Paulo,2. Legislação do Município de Araraquara,"2.1 Regimento Interno da Câmara Municipal de Araraquara, 2.2 Lei nº 1939 de 1972 - Estatuto dos Funcionários Públicos do Município de Araraquara, 2.3 Lei n° 6.646 de 2007 - Dispõe Sobre a Organização, Altera o Quadro Especial dos Servidores e Institui o Plano de Cargos e Salários do Legislativo do Município, 2.4 Lei n° 9.153 de 2017 - Implantação do Plano de Cargos, Carreiras e Vencimentos da Câmara Municipal de Araraquara"
Legislação dos Municípios do Estado de São Paulo,3.  Legislação do Município de Barueri,"3.1 Lei Complementar nº 215 de 2008 - Regime de Previdência Social dos Servidores Municipais do Município de Barueri, 3.2 Lei Complementar n° 372 de 2016 - Implantação do Plano de Cargos, Carreiras e Vencimentos do Instituto de Previdência Social dos Servidores Municipais de Barueri"
Legislação dos Municípios do Estado de São Paulo,4. Legislação do Município de Bauru,"4.1 Lei municipal nº 1.574 de 1971 - Estatuto dos Servidores Públicos Municipais, 4.2 Lei nº 4.830/02 - FUNPREV Legislação Previdenciárias dos Servidores Públicos de Bauru, 4.3 Lei n° 3.781, de 1994 Direito de Petição e Regime Disciplinar do Servidor Público do Município de Bauru, 4.4 Lei Orgânica do Município de Bauru, 4.5 Lei nº 3.601 de 1993 - Estrutura Organizacional da Prefeitura de Bauru"
Legislação dos Municípios do Estado de São Paulo,5. Legislação do Município de Campinas,"5.1 Decreto n° 17.589 de 2012 - Cria o Grupo de Análise de Projetos Específicos (GAPE), 5.2 Lei Complementar nº 189 de 2018 - Plano Diretor Estratégico, 5.3 Manual de Ética da Prefeitura Municipal de Campinas, 5.4 Lei n° 1.399 de 1955 - Estatuto do Servidor Público de Campinas, 5.5 Lei n° 11.642 de 2003, 5.6 Lei n° 15.449 de 2017 - Estatuto de Defesa, Proteção e Controle das Populações de Animais Domésticos do Município de Campinas, 5.7 Lei Complementar nº 49 de 2013 - Dispõe sobre os Procedimentos para o Licenciamento e Controle Ambiental de Empreendimentos e Atividades de Impacto Local, 5.8 Lei Complementar n° 09 de 2003 - Código de Projetos e Execução de Obras e Edificações no Município, 5.9 Lei n° 11.749 de 2003 - Dispõe sobre a Concessão do Alvará de Uso das Edificações, 5.10 Lei nº 11.571 de 2003, 5.11 Lei nº 14.011 de 2011, 5.12 Decreto n° 15.514 de 2006 - Dispõe sobre o Programa de Avaliação Probatória do Servidor, 5.13 Decreto n° 16.595 de 2009, 5.14 Decreto n° 18.705 de 2015, 5.15 Decreto nº 19.723 de 2017, 5.16 Regulamento da SANASA e Legislação Específica, 5.17 Lei nº 12.392 de 2005 - ISSQN, 5.18 Lei nº 12.391 de 2005 - ITBI, 5.19 Lei Complementar n° 202 de 2018 - Sistema de Controle Interno da Administração Pública Municipal, 5.20 Lei nº 6.894 de 1991 - Estatuto do Magistério Público, 5.21 Lei nº 7.145 de 1992 - Estabelece o Objetivo, Competência, e dá Normas de Funcionamento do Conselho das Escolas Municipais, 5.22 Lei nº 6.662 de 1991 - Cria o Conselho de Escola nas Unidades Educacionais no Município, 5.23 Lei n° 11.689 de 2003 e Decreto nº 14.524 de 2003 - Critérios e Normas para o Repasse de Recursos Financeiros às Unidades Educacionais Públicas do Municípios, 5.24 Lei nº 14.947 de 2014 - Dispõe Sobre a Concessão de Incentivos Fiscais, 5.25 Lei n° 11.111 de 2001 - IPTU, 5.26 Lei nº 13.083 de 2007 - Dispõe sobre Isenções Tributárias para os Empreendimentos Habitacionais de Interesse Social, 5.27 Lei Complementar nº 42 de 2013, 5.28 Instrução Normativa DRM/SMF nº 01 de 2014, 5.29 Instrução Normativa DRM/SMF nº 004 de 2009, 5.30 Decreto n° 19.168 de 2016 - Plano Municipal de Recursos Hídricos, 5.31 Lei nº 8.869 de 1996 - Dispõe sobre a Criação, a Composição, as Atribuições e o Funcionamento do Conselho Municipal de Educação, 5.32 Lei n° 12.501 de 2006 - Institui o Sistema Municipal de Ensino, 5.33 Portaria SME nº 69 de 2018 - Regimento Escolar Comum da Rede Municipal de Ensino de Campinas, 5.34 Lei nº 12.987 de 2007 - Plano de Cargos, Carreiras e Vencimentos do Magistério Público Municipal de Campinas, 5.35 Lei Complementar nº 184 de 2017 - Empreendimento Habitacional de Interesse Social - EHIS-COHAB, 5.36 Lei Complementar nº 208 de 2018 - Dispõe sobre Parcelamento, Ocupação e Uso do Solo no Município, 5.37 Decreto nº 18.757 de 2015 - Estabelece Procedimentos Para Aprovação e Licenciamento de Obras Particulares Através de Projeto Simplificado no Município, 5.38 Regulamentos dos Mercados CEASA - Campinas, 5.39 Resolução SME nº 16 de 2018, 5.40 Resolução SME nº 05 de 2008, 5.41 Resolução SME nº 14 de 2014, 5.42 Lei n° 11.263 de 2002 - Serviços de Transporte Público Coletivo de Passageiros, 5.43 Lei Orgânica do Município de Campinas, 5.44 Lei nº 13.775 de 2010 - Normas para Execução dos Serviços de Transporte Individual de Passageiros em Veículos Automotores de Aluguel – Táxi, 5.45 Lei nº 4.959 de1979 e Decreto nº 20.241 de 2019 - Execução dos Serviços de Transporte Coletivo de Escolares, Industriários, Comerciários e de Outras Categorias, 5.46 Decreto nº 17.630 de 2012 - Acesso à Informação no Município de Campinas, 5.47 Lei nº 13.318 de 2008 - Organização dos Serviços de Transporte Público Coletivo de Passageiros no Município"
Legislação dos Municípios do Estado de São Paulo,6. Legislação do Municipio de Carapicuíba,6.1 Lei Orgânica Municipal de Carapicuíba
Legislação dos Municípios do Estado de São Paulo,7. Legislação do Município de Cerquilho,"7.1 Lei Orgânica do Município de Cerquilho, 7.2 Lei n° 2.207 de 1999 - Estatuto do Magistério Público Municipal, 7.3 Código Tributário do Município de Cerquilho, 7.4 Estatuto dos Funcionários Públicos do Município de Cerquilho, 7.5 Lei n° 1.541 de 1991 - Conselho Municipal de Defesa do Meio Ambiente (COMDEMA), 7.6 Lei n° 3.141 de 2014 - Política Municipal de Resíduos Sólidos, 7.7 Lei n° 2.372 de 2001 - Atos Lesivos à Limpeza Urbana, 7.8 Lei nº 593 de 1971 - Institui o Plano Diretor Físico do Município, 7.9 Lei n° 2.640 de 2005 - Dispõe Sobre a Realização de Convênio com a Cooperativa de Reciclagem de Cerquilho e o Município de Cerquilho - RECERQ, 7.10 Lei n° 2.968 de 2010 - Disciplina o Descarte, o Gerenciamento Adequado de Pilhas, Baterias e Lâmpadas Usadas no Município de Cerquilho, 7.11 Lei nº 3.187 de 2016 - Obriga o Loteador, a Assunção de Responsabilidade pela Urbanização do Espaço Público Reservado como Área de Sistema de Lazer em Loteamentos, 7.12 Lei nº 2.004 de1996 - Determina a Assunção de Responsabilidade pela Pavimentação Asfáltica em Loteamentos, 7.13 Lei Complementar nº 216 de 2014 - Estabelece as Normas para Instituição das Zonas Especiais de Interesse Social - ZEIS, 7.14 Lei nº 3.168 de 2015 - Dispõe sobre a Instalação de Sistema de Coleta para Captação de Água de Chuva nos Projetos Arquitetônicos dos Prédios Públicos Pertencentes ao Município, 7.15 Lei nº 3.022 de 2011 - Autoriza a Prefeitura Municipal de Cerquilho a Conceder Assistência Técnica Pública e Gratuita para Disponibilização de Projeto de Habitação de Interesse Social para Famílias de Baixa Renda, 7.16 Lei nº 594 de 1971 – Código de Edificações do Município de Cerquilho, 7.17 Decreto nº 1.983 de 2004 - Guarda Civil Municipal"
Legislação dos Municípios do Estado de São Paulo,8. Legislação do Município de Cotia,"8.1 Lei Orgânica do Município de Cotia, 8.2 Lei Complementar n° 189 de 2013 - Plano de Carreira e Vencimentos dos Servidores da Câmara Municipal de Cotia, 8.3 Lei Nº 628 de 1980 - Estatuto dos Funcionários Públicos do Município de Cotia"
Legislação dos Municípios do Estado de São Paulo,9. Legislação do Município de Cruzeiro,9.1 Lei 4.397/ 2015
Legislação dos Municípios do Estado de São Paulo,10. Legislação do Município de Descalvado,10.1 Lei Orgânica do Município de Descalvado
Legislação dos Municípios do Estado de São Paulo,11. Legislação do Município de Franca,11.1 Lei Orgânica de Franca
Legislação dos Municípios do Estado de São Paulo,12. Legislação do Município de Indaiatuba,"12.1 Lei Orgânica do Município de Indaiatuba, 12.2 Regimento Interno da Câmara Municipal de Indaiatuba"
Legislação dos Municípios do Estado de São Paulo,13. Legislação do Município de Itaquaquecetuba,"13.1 Lei Complementar n° 64 de 2002 - Regime Jurídico dos Servidores Públicos do Município de Itaquaquecetuba, 13.2 Lei Orgânica do Município de Itaquaquecetuba, 13.3 Lei nº 3.059 de 2013 - Acesso a Informações"
Legislação dos Municípios do Estado de São Paulo,14. Legislação do Municipio de Jaboticabal,"14.1 Lei Orgânica Municipal de Jaboticabal, 14.2 Lei Municipal no 4.677/15, 14.3 Estatuto dos Servidores Públicos do Município de Jaboticabal"
Legislação dos Municípios do Estado de São Paulo,15. Legislação do Município de Marília,"15.1 Lei Orgânica do Município de Marília, 15.2 Lei Complementar nº 158 de 1997 - Código Tributário do Município de Marília, 15.3 Lei Complementar nº 480 de 2006 - Plano Diretor do Município de Marília, 15.4 Lei Complementar n° 680 de 2013 - Código de Ética dos Servidores Públicos de Marília, 15.5 Lei Complementar n° 13 de 1992 - Código de Posturas do Município de Marília, 15.6 Lei Complementar nº 450 de 2005 - Regime Próprio de Previdência Social dos Servidores Públicos do Município de Marília e Instituto de Previdência do Município de Marília - IPREMM, 15.7 Lei Complementar nº 11 de 1991, 15.8 Regulamento dos Serviços de Água e Esgoto do Município de Marília - DAEM"
Legislação dos Municípios do Estado de São Paulo,16. Legislação do Município de Mogi das Cruzes,"16.1 Lei Orgânica Municipal de Mogi das Cruzes, 16.2 Lei nº 7.078/2015-Lei da Procuradoria-Geral do Município de Mogi das Cruzes"
Legislação dos Municípios do Estado de São Paulo,17. Legislação do Município de Osasco,"17.1 Lei Complementar n° 206 de 2011 - Dispõe sobre a ordenação da paisagem e controle sonoro no meio ambiente urbano do Município de Osasco, 17.2 Código Tributário do Município de Osasco, 17.3 Decreto nº 9.372 de 2004 - Estatuto da Fundação Instituto Tecnológico de Osasco, 17.4 Lei nº 836 de 1969 – Estatuto dos Funcionários Públicos do Município de Osaco, 17.5 Decreto nº 11.549 de 2017 - Emissão de Documentos Fiscais Eletrônicos"
Legislação dos Municípios do Estado de São Paulo,18. Legislação do Município de Poá,"18.1 Lei orgânica do Município de Poá, 18.2 Lei nº 3.718/2014 - Dispõe sobre o Regime Jurídico dos Servidores Públicos da Estância Hidromineral do Município de Poá, 18.3 Lei nº 3.720 de 2014 - Plano de Cargos, Carreira e Vencimento dos Profissionais do Magistério Público da Estância Hidromineral de Poá"
Legislação dos Municípios do Estado de São Paulo,19. Legislação do Municipio de Porto Ferreira,"19.1 Lei Orgânica do Município de Porto Ferreira, 19.2 Lei Complementar Municipal n° 37 de 2000 - Estatuto dos Servidores Públicos"
Legislação dos Municípios do Estado de São Paulo,20. Legislação do Município de Registro,20.1 Lei Orgânica do Município de Registro
Legislação dos Municípios do Estado de São Paulo,21. Legislação do Município de Ribeirão Preto,"21.1 Lei nº 3.181 de 1976 - Regime Jurídico dos Funcionários do Município de Ribeirão Preto, 21.2 Lei Complementar Municipal nº 2.515 de 2012 - Estruturação do Plano de Classificação de Cargos, Vencimentos e Carreiras do Serviço Público Municipal da Administração Direta e Autárquica, Institui Nova Tabela de Vencimentos, 21.3 Lei Municipal nº 1.497 de 2003 - Processo Administrativo no Âmbito da Administração Pública Municipal, 21.4 Lei Complementar Municipal nº 1.012 de 2000 - Estatuto do Instituto de Previdência dos Municipários - IPM, 21.5 Lei Complementar Municipal nº 2.836 de 2017 - Reestruturação do Instituto de Previdência dos Municipários de Ribeirão Preto - I.P.M., 21.6 Lei Complementar 2.871 de 2018 - Reajuste de Vencimentos aos Servidores Públicos Municipais Ativos, Inativos e Pensionistas da Administração Direta, Autarquias e Fundações Municipais e Câmara Municipal de Ribeirão Preto, 21.7 Lei Orgânica do Município de Ribeirão Preto"
Legislação dos Municípios do Estado de São Paulo,22. Legislação Municipal de Santana de Parnaíba,"22.1 Lei Orgânica de Santana de Parnaíba, 22.2 Lei Complementar nº 34 de 2011 - Estatuto dos Servidores Públicos, 22.3 Lei n.º 2.370 de 2002 - Caixa de Previdência e Assistência dos Servidores Municipais de Santana de Parnaíba, 22.4 Lei Complementar nº 28 de 2003 - Plano de Evolução Funcional no Âmbito da Caixa de Previdência e Assistência dos Servidores Municipais"
Legislação dos Municípios do Estado de São Paulo,23. Legislação do Município de São Bernardo do Campo,"23.1 Lei n° 1.729 de 1968 - Estatuto dos Funcionários Públicos, 23.2 Lei n° 1.802 de 1969 - Dispõe Sobre o Sistema Tributário do Município, 23.3 Lei n° 6.324 de 2013 - Dispõe Sobre a Progressividade no Tempo, do Imposto Sobre a Propriedade Predial e Territorial Urbana - IPTU, 23.4 Lei n° 6.594 de 2017 - Institui Benefícios Fiscais, 23.5 Decreto n° 17.419 de 2011 - Regulamento do ISSQ, 23.6 Lei Orgânica do Município de São Bernardo do Campo, 23.7 Lei n° 6.163 de 2011, 23.8 Decreto n° 19.461 de 2015, 23.9 Decreto n° 19.463 de 2015, 23.10 Decreto n° 20.366 de 2018, 23.11 Lei nº 6.398 de 2015 - Dispõe sobre Normas para Aprovação e Execução de Movimentos de Terra no Município, 23.12 Lei nº 6.184 de 2011 - Plano Diretor do Município, 23.13 Lei n° 4.974 de 2001 e Decreto nº 13.500 de 2001, 23.14 Lei nº 6.245 de 2012 - Instalação de Engenho Publicitário de Mídia Exterior"
Legislação dos Municípios do Estado de São Paulo,24. Legislação do Município de São José dos Campos,"24.1 Lei Orgânica do Município de São José dos Campos, 24.2 Estatuto dos Servidores Públicos do Município de São José dos Campos, 24.3 Lei Complementar nº 267 de 2003 – Código de Obras e Edificações do Município de São José dos Campos, 24.4 Lei Complementar nº 428 de 2010 - Parcelamento, Uso e Ocupação do Solo em São José dos Campos"
Legislação dos Municípios do Estado de São Paulo,25. Legislação do Município de São Paulo,"25.1 Lei Orgânica do Município de São Paulo, 25.2 Lei nº 14.141 de 2007 - Processo Administrativo Municipal, 25.3 Consolidação das Leis Tributárias do Município de São Paulo, 25.4 Lei nº 14.517 de 2007 - Parcerias Público-Privadas, 25.5 Portaria ARTESP nº 03 de 2015  - Dispõe sobre revisão das Especificações Técnicas de Veículos Rodoviários e Urbanos para o Transporte Coletivo Intermunicipal de Passageiros, 25.6 Decreto nº 23.304 de 1987 - Regulamenta a Carreira de Procurador do Município, 25.7 Lei nº 8.989 de 1979 - Estatuto dos Funcionários Públicos do Município, 25.8 Lei nº 16.050 de 2014 - Política de Desenvolvimento Urbano e o Plano Diretor do Município de São Paulo"
Legislação dos Municípios do Estado de São Paulo,26. Legislação do Município de Sertãozinho,"26.1 Lei Orgânica do Município de Sertãozinho, 26.2 Lei Municipal nº 3.460/00 - SERTPREV, 26.3 Lei Complementar nº 320 de 2016 - Regime Jurídico dos Servidores Públicos do Município"
Legislação dos Municípios do Estado de São Paulo,27. Legislação do Município de Sorocaba,"27.1 Lei n° 8.627 de 2008, 27.2 Lei Orgânica do Município de Sorocaba, 27.3 Lei nº 10.307 de 2012 - Proibição de Obstrução de Calçadas, 27.4 Lei nº 11.868 de 2019 - Ordenação dos Elementos que Compõem a Paisagem Urbana do Município, 27.5 Lei nº 10.985 de 2014 e Decreto nº 22.894 de 2017 - Comercialização de Alimentos em Vias e Áreas Públicas, 27.6 Lei nº 1.602 de 1970 - Construção e Reforma no Município, 27.7 Lei nº 8.381 de 2008 - Limpeza de Terrenos Baldios no Município, 27.8 Lei nº 1.437 de 1966 - Código de Obras do Município"
Legislação dos Municípios do Estado de São Paulo,28. Legislação do Município de Suzano,"28.1 Lei Complementar nº 190 de 2010 - Estatuto dos Servidores Públicos do Município, 28.2 Lei nº 4.392 de 2010, 28.3 Lei Complementar nº 14 de 1993 - Código de Posturas do Município, 28.4 Lei Complementar nº 39 de 1997 - Código Tributário do Município, 28.5 Lei Orgânica do Município de Suzano"
Legislação dos Municípios do Estado de São Paulo,29. Legislação do Municipal de Taquaritinga,"29.1 Lei Orgânica do município de Taquaritinga, 29.2 Estatuto dos funcionários públicos"
Legislação dos Municípios do Estado de São Paulo,30. Legislação do Município de Valinhos,"30.1 Lei Orgânica do Município de Valinhos, 30.2 Lei n° 5.307 de 2016 - Estatuto Geral e Plano de Cargos da Guarda Civil Municipal, 30.3 Lei n° 2.018 de 1986 e Lei n° 5.425 de 2017 - Dispõem Sobre o Regime Jurídico dos Funcionários Públicos do Município de Valinhos, 30.4 Lei n° 4.877 de 2013 - Criação do VALIPREV"
Legislação dos Municípios do Estado de São Paulo,31. Legislação do Município de Monte Alto,31.1 Lei Orgânica do Município de Monte Alto
Legislação dos Municípios do Estado de São Paulo,32. Legislação do Município de Orlândia,"32.1 Lei Orgânica do Município de Orlândia, 32.2 Lei Complementar nº 3.544 de 2007 - Estatuto dos Servidores Públicos do Município de Orlândia, 32.3 Lei nº 3.796 de 2011 - Guarda Municipal do Município, 32.4 Lei nº 3.607 de 2008 - Código de Posturas do Município de Orlândia"
Legislação dos Municípios do Estado de São Paulo,33. Legislação do Município de Serrana,"33.1 Lei Orgânica do Município de Serrana, 33.2 Lei Complementar nº 300 de 2012 - Estatuto dos Servidores Públicos de Serrana, 33.3 Lei nº 162 de 2006 - Estatuto dos Servidores Públicos Municipais de Serrana"
Legislação dos Municípios do Estado de São Paulo,34. Legislação do Município de Sumaré,34.1 Lei Orgânica do Município de Sumaré
Legislação dos Municípios do Estado de São Paulo,35. Legislação do Município de Jaguariúna,35.1 Lei Orgânica do Município de Jaguariúna
Legislação dos Municípios do Estado de São Paulo,36. Legislação do Município de Santo André,36.1 Lei Orgânica do Município de Santo André
Legislação dos Municípios do Estado de São Paulo,37. Legislação do Município de Altinópolis,37.1 Lei Orgânica do Município de Altinópolis
Legislação dos Municípios do Estado de São Paulo,38. Legislação do Município de Itapevi,"38.1 Lei Orgânica do Município de Itapevi, 38.2 Lei n° 223 de 1974 - Estatuto dos Funcionários Públicos do Município de Itapevi, 38.3 Lei n° 2.437 de 2017, 38.4 Lei Complementar n° 96 de 2018, 38.5 Lei Complementar n° 69 de 2013 - Reestruturação da Secretaria da Receita, 38.6 Lei Complementar nº 34 de 2005 - Código Tributário do Município"
Legislação dos Municípios do Estado de São Paulo,39. Legislação do Município de Arujá,"39.1 Lei Orgânica Municipal de Arujá, 39.2 Código Tributário do Município de Arujá, 39.3 Lei nº 2.482 de 2012 - Estatuto, Plano de Carreira e Remuneração dos Profissionais da Educação Básica do Município de Arujá"
Legislação dos Municípios do Estado de São Paulo,40. Legislação do Município de Pontal,40.1 Lei Orgânica do Município de Pontal
Legislação dos Municípios do Estado de São Paulo,41.  Legislação do Município de Guarulhos,"41.1 Lei Orgânica do Município de Guarulhos, 41.2 Lei n° 5.986 de 2003 - ISSQN, 41.3 Lei n° 5.767 de 2001 - Taxa de Fiscalização de Instalação, Localização e Funcionamento e a Taxa de Fiscalização de Publicidade, 41.4 Lei n° 6.793 de 2010 - IPTU, 41.5 Lei n° 3.415 de 1988 - ITBI"
Legislação dos Municípios do Estado de São Paulo,42. Legislação do Município de Itatiba,42.1 Lei Orgânica do Município de Itatiba
Legislação dos Municípios do Estado de São Paulo,43. Legislação do Município de Nova Odessa,43.1 Lei Orgânica do Município de Nova Odessa
Legislação dos Municípios do Estado de São Paulo,44. Legislação do Município de São José do Rio Preto,"44.1 Lei nº 10.547 de 2009 - Programa Municipal de Regularização Fundiária e Urbanística, 44.2 Lei n° 5.135 de 1992 - Lei de Zoneamento do Município de São José do Rio Preto, 44.3 Lei Orgânica do Município de São José do Rio Preto, 44.4 Lei Complementar n° 139 de 2001 - Regime Próprio de Previdência, 44.5 Lei Complementar n° 17 de 1992, 44.6 Lei Complementar nº 96 de 1998, 44.7 Lei Complementar nº 178 de 2003 - Institui o Imposto sobre Serviços de Qualquer Natureza - ISSQN, 44.8 Lei Complementar n° 323 de 2010 - Dispõe sobre o ITBI, 44.9 Lei n° 3.359 de 1983 - Código Tributário do Município de São José do Rio Preto, 44.10 Lei Complementar n° 588 de 2019 - Processo Administrativo Fiscal, 44.11 Lei n° 8.822 de 2002 - Disciplina a Atividade Relativa aos Serviços de Transporte Individual de Passageiros, em Motocicletas, Mediante Aluguel - Mototáxi, 44.12 Lei n° 5.591 de 1994 - Delega ao Secretário Municipal de Abastecimento e Agricultura Competência para Criar Novas Feiras Livres, 44.13 Lei n° 9.678 de 2006 - Estabelece o Regramento para o Exercício do Comércio e Prestação de Serviços Ambulantes nas Vias e Logradouros Públicos do Município, 44.14 Lei n° 6.499 de 1996 - Regulamento de Limpeza Urbana do Município, 44.15 Lei n° 9.428 de 2005 - Dispõe sobre o Período de Atendimento Interno, nos Caixas, ao Usuário dos Estabelecimentos Bancários, 44.16 Decreto n° 16.888 de 2013 - Disciplina a Inscrição no Cadastro Mobiliário do Município, 44.17 Lei Complementar nº 130 de 2001 - Serviço Municipal Autônomo de Água e Esgoto (SEMAE) e Legislação Específica"
Legislação dos Municípios do Estado de São Paulo,45. Legislação do Município de Piracicaba,45.1 Lei Orgânica do Município de Piracicaba
Legislação dos Municípios do Estado de São Paulo,46. Legislação do Município de Tatuí,46.1 Lei Orgânica do Município de Tatuí
Legislação dos Municípios do Estado de São Paulo,47. Legislação do Município de Francisco Morato,"47.1 Lei Orgânica do Município de Francisco Morato, 47.2 Lei nº 1.527 de 1994 - Regime Jurídico dos Funcionários Públicos de Município de Francisco Morato"
Legislação dos Municípios do Estado de São Paulo,48. Legislação do Município de Piratininga,"48.1 Lei Orgânica do Município de Piratininga, 48.2 Lei nº 1.1222 de 1990 - Regime Jurídico dos Servidores Públicos do Município de Piratininga, 48.3 Lei nº 2.424 de 2020 - Plano Diretor do Município de Piratininga, 48.4 Lei nº 1.430 de 1998 - Parcelamento do Solo no Município de Piratininga"
Legislação dos Municípios do Estado de São Paulo,49. Legislação do Município de Barretos,49.1 Lei Orgânica do Município de Barretos
Legislação dos Municípios do Estado de São Paulo,50. Legislação do Município de Birigui,"50.1 Lei Complementar nº 32 de 2010 - Dispõe sobre o Estatuto e Plano de Carreira do Magistério Público e dos Profissionais de Apoio Educacional do Município, 50.2 Lei nº 3.040 de 1993 - Regime Jurídico dos Servidores Públicos do Município de Birigui"
Legislação dos Municípios do Estado de São Paulo,51. Legislação do Município de Cosmópolis,51.1 Lei Orgânica do Município de Cosmópolis
Legislação dos Municípios do Estado de São Paulo,52. Legislação do Município de Peruíbe,"52.1 Lei Complementar nº 175 de 2011 - Regime Jurídico dos Servidores Públicos do Município, 52.2 Lei Complementar nº 177 de 2011 - Estatuto do Magistério Público do Município da Estância Balneária de Peruíbe, 52.3 Lei Complementar nº 178 de 2011 - Plano de Cargos, Carreira e Vencimento para os Integrantes do Magistério Público Municipal"
Legislação dos Municípios do Estado de São Paulo,53. Legislação do Município de Mauá,"53.1 Lei Orgânica do Município de Mauá, 53.2 Lei Complementar nº 01 de 2002 - Estabelece o Regime Jurídico Único dos Servidores do Município"
Legislação dos Municípios do Estado de São Paulo,54. Legislação do Município de Aparecida D'Oeste,54.1 Lei Orgânica do Município de Aparecida D'Oeste
Legislação dos Municípios do Estado de São Paulo,55. Legislação do Município de Paulínia,"55.1 Lei Orgânica do Município de Paulínia, 55.2 Lei Complementar n° 17 de 2001 - Estatuto dos Funcionários Públicos Civis do Município de Paulínia, 55.3 Lei Complementar n° 18 de 2001 - Regime de Previdência Social dos Funcionários Públicos de Paulínia, 55.4 Lei nº 3.444 de 2015 - Plano Municipal de Educação, 55.5 Lei nº 3.398 de 2014 e Lei nº 3.010 de 2009 - Reorganização Parcial da Estrutura Organizacional Administrativa da Prefeitura"
Legislação dos Municípios do Estado de São Paulo,56. Legislação do Município de Olímpia,"56.1 Lei Complementar nº 01 de 1993 - Regime Jurídico dos Servidores Públicos do Município, 56.2 Lei nº 3.487 de 2010 - Dispõe sobre a Inclusão de Medidas de Conscientização, Prevenção e Combate ao Bullying Escolar de Olímpia"
Legislação dos Municípios do Estado de São Paulo,57. Legislação do Município de São Carlos,"57.1 Lei nº 14.375 de 2007 - Serviço Autônomo de Água e Esgoto de São Carlos - SAAE, 57.2 Lei nº 10.955 de 1994 - Dá Nova Redação aos arts. 3º, 6º, 7º, 8º, § único do artigo 10, 19, 22 da Lei nº 10.255 de 1989, 57.3 Decreto nº 75 de 2005 - Código de Ética do Servidor Público Municipal"
Legislação dos Municípios do Estado de São Paulo,58. Legislação do Município de Guararapes,"58.1 Lei Orgânica do Município de Guararapes, 58.2 Lei Complementar nº 87 de 2004 - Institui o Código Tributário do Município de Guararapes"
Legislação dos Municípios do Estado de São Paulo,59. Legislação do Município de Ibaté,59.1 Lei Orgânica do Município de Ibaté
Legislação dos Municípios do Estado de São Paulo,60. Legislação do Município de Rio Claro,"60.1 Lei Complementar nº 24 de 2007 - Estatuto do Magistério Público Municipal de Rio Claro, 60.2 Lei nº 4.886 de 2015 - Plano Municipal de Educação"
Legislação dos Municípios do Estado de São Paulo,61. Legislação do Município de São Roque,61.1 Lei Orgânica do Município de São Roque
Legislação dos Municípios do Estado de São Paulo,62. Legislação do Município de São Luiz do Paraitinga,62.1 Lei Orgânica do Município de São Luiz do Paraitinga
Legislação dos Municípios do Estado de São Paulo,63. Legislação do Município de São Joaquim da Barra,63.1 Lei Orgânica do Município de São Joaquim da Barra
Legislação dos Municípios do Estado de São Paulo,64. Legislação do Município de Avaré,"64.1 Lei nº 315 de 1995 - Estatuto dos Servidores Públicos do Município, 64.2 Lei nº 938 de 2007 - Regime Próprio de Previdência Social do Município, 64.3 Lei Complementar nº 126 de 2010 - Estruturação do Plano de Cargos e Carreiras da Prefeitura da Estância Turística de Avaré"
Legislação dos Municípios do Estado de São Paulo,65. Legislação do Município de São Miguel Arcanjo,65.1 Lei Orgânica do Município de São Miguel Arcanjo
Legislação dos Municípios do Estado de São Paulo,66. Legislação do Município de Jales,"66.1 Lei Orgânica do Município de Jales, 66.2 Estatuto dos Servidores Públicos do Município de Jales"
Legislação dos Municípios do Estado de São Paulo,67. Legislação do Município de Bragança Paulista,67.1 Lei Orgânica do Município de Bragança Paulista
Legislação dos Municípios do Estado de São Paulo,68. Legislação do Município de Mairiporã,68.1 Lei Orgânica do Município de Mairiporã
Legislação dos Municípios do Estado de São Paulo,69. Legislação do Município de Araçatuba,"69.1 Lei Complementar n° 041 de 1997 - Guarda Municipal de Araçatuba, 69.2 Lei Complementar n° 042 de 1997 - Plano de Carreira do Pessoal da Guarda Municipal, 69.3 Lei nº 3.774 de 1992 - Estatuto dos Servidores Públicos Municipais de Araçatuba, 69.4 Lei Complementar nº 204 de 2009 – Dispõe sobre os Profissionais da Educação Básica e Reorganiza o Estatuto e Plano de Carreira do Magistério Público Municipal de Araçatuba"
Legislação dos Municípios do Estado de São Paulo,70. Legislação do Município de Estância Turística de Olímpia,70.1 Lei Orgânica do Município de Estância Turística de Olímpia
Legislação dos Municípios do Estado de São Paulo,71. Legislação do Município de Santo Antônio do Jardim,71.1 Lei Orgânica do Município de Santo Antônio do Jardim
